precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso,pagina
$ 580.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en cerritos, pereira",44 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-cerritos-pereira/193353139,55
$ 900.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,7 Habs.,5 Baños,490 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192320570,55
$ 2.300.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",5 Habs.,7 Baños,1500 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193309407,55
$ 250.240.000,"Lote en Pereira, Risaralda","Lote en venta en morelia, pereira",125120 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-morelia-pereira/194046562,55
$ 300.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",4 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192320721,55
$ 290.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,55 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193994880,55
$ 1.300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,4 Baños,212 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193313993,55
$ 1.180.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",4 Habs.,4 Baños,200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193747784,55
$ 230.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en galicia, pereira",1 Ambiente,40 m²,,https://www.fincaraiz.com.co/local-en-venta-en-galicia-pereira/194166897,55
$ 1.800.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,3 Habs.,3 Baños,502 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193363533,55
$ 1.270.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en avenida 30 de agosto, pereira",127 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-avenida-30-de-agosto-pereira/193314144,55
$ 1.500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares alto, pereira",4 Habs.,5 Baños,270 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-alto-pereira/192659098,55
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",2 Habs.,2 Baños,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193452370,55
$ 270.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",3 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193726529,55
$ 890.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",4 Habs.,3 Baños,173 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192674847,55
$ 225.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el poblado, pereira",2 Habs.,1 Baño,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-pereira/193749006,55
$ 2.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,3 Baños,300 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192322094,55
$ 720.000.000,"Casa en Pereira, Risaralda","Casa en venta en los alamos, pereira",3 Habs.,3 Baños,250 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/193855885,55
$ 440.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193397475,56
$ 250.000.000,"Lote en Pereira, Valle del cauca",Lote en venta en pereira,1558 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193313224,56
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en venta en los nogales, pereira",6 Habs.,4 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-nogales-pereira/8200990,56
$ 200.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en centro, pereira",3 Habs.,1 Baño,59 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192171785,56
$ 1.250.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en combia, pereira",5 Habs.,6 Baños,450 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/191593191,56
$ 1.600.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,4 Baños,283 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193602212,56
$ 500.000.000,"Finca en Pereira, Risaralda","Finca en venta en la florida, pereira",7 Habs.,2 Baños,340 m²,https://www.fincaraiz.com.co/finca-en-venta-en-la-florida-pereira/193302212,56
$ 165.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,42 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193840438,56
$ 380.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en los alpes, pereira",1 Hab,2 Baños,50 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-los-alpes-pereira/193614597,56
$ 1.150.000.000,"Finca en Pereira, Risaralda","Finca en venta en morelia, pereira",6 Habs.,5 Baños,6400 m²,https://www.fincaraiz.com.co/finca-en-venta-en-morelia-pereira/193311233,56
$ 1.350.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",5 Habs.,6 Baños,2100 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193326982,56
$ 2.100.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,4 Baños,318 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193223618,56
$ 1.900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en pueblito cafetero, pereira",6 Habs.,6 Baños,389 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/192614748,56
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",6 Habs.,6 Baños,450 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193311384,56
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en alfonso lopez, pereira",4 Habs.,2 Baños,116 m²,https://www.fincaraiz.com.co/casa-en-venta-en-alfonso-lopez-pereira/192320405,56
$ 1.100.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193313677,56
$ 5.500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",0 Hab,600 m²,,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193726062,56
$ 610.000.000,"Casa en Pereira, Risaralda","Casa en venta en belmonte a, pereira",4 Habs.,2 Baños,125 m²,https://www.fincaraiz.com.co/casa-en-venta-en-belmonte-a-pereira/194164288,56
$ 698.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",4 Habs.,3 Baños,170 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/192305878,56
$ 370.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,63 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193302514,56
$ 250.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,66 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193963217,56
$ 70.000.000,"Lote en Pereira, Risaralda","Lote en venta en altagracia, pereira",50 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-altagracia-pereira/193311535,57
$ 580.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa - belmonte, pereira",3 Habs.,2 Baños,117 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-belmonte-pereira/193811535,57
$ 550.000.000,"Casa en Pereira, Risaralda","Casa en  venta en san jose sur, pereira",3 Habs.,3 Baños,106 m²,https://www.fincaraiz.com.co/casa-en-venta-en-san-jose-sur-pereira/192034012,57
$ 360.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,1 Hab,1 Baño,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193734012,57
$ 900.000.000,"Casa en Pereira, Risaralda",Casa en  venta en pereira,4 Habs.,4 Baños,190 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192246397,57
$ 3.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,6 Baños,2632 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10643033,57
$ 790.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",2 Habs.,3 Baños,131 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193452054,57
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,5 Baños,420 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192519485,57
$ 495.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,2 Baños,93 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193673460,57
$ 600.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,4 Habs.,2 Baños,25600 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/192321778,57
$ 1.100.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida 30 de agosto, pereira",9 Habs.,7 Baños,500 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-30-de-agosto-pereira/193240891,57
$ 260.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en centro, pereira",1 Hab,2 Baños,59 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-centro-pereira/193449912,57
$ 460.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",4 Habs.,3 Baños,110 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/194007251,57
$ 520.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",6 Habs.,5 Baños,181 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/193890431,57
$ 350.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en condina, pereira",18 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-condina-pereira/193938749,57
$ 930.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,126 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193841042,57
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en tribunas corcega, pereira",3 Habs.,1 Baño,46 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-tribunas-corcega-pereira/193315201,57
$ 530.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",2 Habs.,2 Baños,81 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/10336607,57
$ 580.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193204038,57
$ 450.000.000,"Casa en Pereira, Risaralda","Casa en  venta en centro, dosquebradas",6 Habs.,3 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-dosquebradas/191313059,57
$ 398.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193428808,57
$ 1.000.000.000,"Casa en Pereira, Risaralda","Casa en venta en sector plaza de bolivar, pereira",4 Habs.,4 Baños,248 m²,https://www.fincaraiz.com.co/casa-en-venta-en-sector-plaza-de-bolivar-pereira/193547921,58
$ 600.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1517 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193092875,58
$ 1.900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",5 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193311988,58
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en popular modelo, pereira",3 Habs.,3 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-popular-modelo-pereira/193133394,58
$ 700.000.000,"Casa en Pereira, Risaralda","Casa en venta en san jose sur, pereira",4 Habs.,3 Baños,134 m²,https://www.fincaraiz.com.co/casa-en-venta-en-san-jose-sur-pereira/193907553,58
$ 170.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",1 Baño,35 m²,,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193304189,58
$ 820.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",10997 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193997461,58
$ 250.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,64 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193493026,58
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,1 Baño,53 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193547001,58
$ 950.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",0 Hab,3 Baños,390 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192321160,58
$ 850.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,4 Baños,125 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/194191955,58
$ 210.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,3000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193304340,58
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,4 Baños,220 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320089,58
$ 460.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,84 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193839202,58
$ 950.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,12 Habs.,6 Baños,418 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193313361,58
$ 500.000.000,"Lote en Pereira, Risaralda","Lote en  venta en condina, pereira",2091 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-condina-pereira/191958315,58
$ 695.000.000,"Lote en Pereira, Risaralda","Lote en venta en pueblito cafetero, pereira",2621 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pueblito-cafetero-pereira/193841495,58
$ 3.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,621 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10602198,58
$ 1.300.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",4 Habs.,4 Baños,335 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/192659537,58
$ 8.000.000,"Casa en Pereira, Risaralda","Casa en venta en maraya, pereira",6 Habs.,3 Baños,230 m²,https://www.fincaraiz.com.co/casa-en-venta-en-maraya-pereira/193307855,58
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",4 Habs.,4 Baños,220 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192320240,58
$ 340.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,60 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193665194,59
$ 350.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",24 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/192386600,59
$ 500.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,1 Baño,75 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193457395,59
$ 810.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",10055 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193128190,59
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los corales, pereira",2 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-corales-pereira/193988893,59
$ 2.200.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en sector galeria central, pereira",1 Ambiente,1 Baño,314 m²,https://www.fincaraiz.com.co/bodega-en-venta-en-sector-galeria-central-pereira/192830483,59
$ 600.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,4 Baños,174 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193572073,59
$ 360.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,1 Baño,38 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193691186,59
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192265345,59
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en sector plaza de bolivar, pereira",3 Habs.,3 Baños,128 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-sector-plaza-de-bolivar-pereira/193636140,59
$ 600.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,4 Baños,153 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193841797,59
$ 800.000.000,"Casa Lote en Pereira, Risaralda","Casa lote en venta en maraya, pereira",0 Hab,267 m²,,https://www.fincaraiz.com.co/casa-lote-en-venta-en-maraya-pereira/193638433,59
$ 120.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en centro, pereira",2 Ambientes,1 Baño,32 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-centro-pereira/193560910,59
$ 2.800.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,5 Baños,212 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193435069,59
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,112 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193509228,59
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,2 Baños,76 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192285680,59
$ 50.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en la villa, pereira",14 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-la-villa-pereira/193839655,59
$ 930.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,3 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193303722,59
$ 360.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en los angeles, pereira",1 Ambiente,1 Baño,36 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-los-angeles-pereira/193364425,59
$ 1.500.000.000,"Edificio en Pereira, Risaralda","Edificio en venta en centro, pereira",0 Hab,624 m²,,https://www.fincaraiz.com.co/edificio-en-venta-en-centro-pereira/192320693,59
$ 1.280.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,5 Baños,410 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10520693,59
$ 700.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,10 Habs.,10 Baños,260 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193913965,60
$ 350.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en niza i, pereira",3 Habs.,2 Baños,89 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-niza-i-pereira/193552191,60
$ 4.700.000.000,"Casa en Pereira, Risaralda","Casa en venta en puerto caldas, pereira",8 Habs.,10 Baños,1100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-puerto-caldas-pereira/194100509,60
$ 1.220.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,4 Baños,192 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193274668,60
$ 135.000.000,"Apartaestudio en Pereira, Risaralda",Apartaestudio en venta en pereira,1 Hab,1 Baño,15 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pereira/193019622,60
$ 240.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",3 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/192264576,60
$ 300.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en dosquebradas,3 Habs.,2 Baños,47 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-dosquebradas/193312894,60
$ 180.000.000,"Lote en Pereira, Risaralda",Lote en venta en viterbo,240 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-viterbo/192321915,60
$ 680.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",2 Habs.,2 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193314116,60
$ 265.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en gamma ii, pereira",3 Habs.,1 Baño,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-gamma-ii-pereira/191059070,60
$ 2.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,840 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193364727,60
$ 900.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en pueblito cafetero, pereira",3 Habs.,4 Baños,1000 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pueblito-cafetero-pereira/191622066,60
$ 3.500.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,16 Habs.,8 Baños,832 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192320995,60
$ 430.000.000,"Casa en Pereira, Risaralda","Casa en  venta en belmonte a, pereira",3 Habs.,3 Baños,100 m²,https://www.fincaraiz.com.co/casa-en-venta-en-belmonte-a-pereira/191059221,60
$ 950.000.000,"Casa en Pereira, Risaralda","Casa en venta en los alamos, pereira",4 Habs.,5 Baños,252 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/193719924,60
$ 720.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/194068242,60
$ 285.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193064878,60
$ 600.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",0 Hab,3 Baños,118 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193309832,60
$ 400.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en palmas de belmonte, pereira",1 Hab,2 Baños,54 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-palmas-de-belmonte-pereira/193580627,60
$ 420.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",7 Habs.,3 Baños,171 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193879556,60
$ 500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/194069464,60
$ 500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/194069464,61
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,5 Habs.,4 Baños,350 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/192320075,61
$ 750.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,4 Baños,160 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193213347,61
$ 650.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,2 Baños,300 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193309983,61
$ 375.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",4 Habs.,3 Baños,90 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193747138,61
$ 630.000.000,"Apartamento en Pereira, Risaralda","Apartamento en  venta en pinares, pereira",3 Habs.,3 Baños,115 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192043774,61
$ 390.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa del prado, pereira",5 Habs.,2 Baños,66 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-del-prado-pereira/194237046,61
$ 2.100.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,231 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192710134,61
$ 3.800.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,4 Baños,1658 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193515791,61
$ 430.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en belmonte a, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-belmonte-a-pereira/193631540,61
$ 450.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",1 Baño,130 m²,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/194021448,61
$ 4.500.000.000,"Lote en Pereira, Risaralda","Lote en venta en cuba, pereira",436 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cuba-pereira/193704628,61
$ 183.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en primero de febrero, pereira",1 Hab,1 Baño,29 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-primero-de-febrero-pereira/10320377,61
$ 750.000.000,"Casa en Pereira, Risaralda","Casa en  venta en los alamos, pereira",3 Habs.,4 Baños,207 m²,https://www.fincaraiz.com.co/casa-en-venta-en-los-alamos-pereira/191784444,61
$ 1.950.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,7 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193841783,61
