precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso,pagina
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193313684,217
$ 810.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,4 Baños,159 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193955274,218
$ 150.000.000,"Local Comercial en Pereira, Risaralda",Local en venta en pereira,1 Baño,24 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pereira/193309249,218
$ 720.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",4 Habs.,4 Baños,178 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193923927,218
$ 790.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,3 Baños,108 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/193310471,218
$ 2.000.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,3 Habs.,2 Baños,390 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193841969,218
$ 490.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",2 Habs.,2 Baños,72 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193231877,218
$ 370.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,2 Habs.,2 Baños,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193915057,218
$ 1.500.000.000,"Lote en Pereira, Risaralda","Lote en venta en ciudadela del cafe sector c, pereira",1998 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-ciudadela-del-cafe-sector-c-pereira/193427442,218
$ 700.000.000,"Casa en Pereira, Risaralda","Casa en venta en avenida 30 de agosto, pereira",9 Habs.,3 Baños,171 m²,https://www.fincaraiz.com.co/casa-en-venta-en-avenida-30-de-agosto-pereira/193301601,218
$ 1.100.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,6 Habs.,2 Baños,353 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193846555,218
$ 590.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,112 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192320714,218
$ 450.000.000,"Casa en Pereira, Risaralda","Casa en venta en villa del prado, pereira",3 Habs.,3 Baños,130 m²,https://www.fincaraiz.com.co/casa-en-venta-en-villa-del-prado-pereira/192313986,218
$ 460.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,3 Baños,117 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193313986,218
$ 10.200.000.000,"Lote en Pereira, Risaralda","Lote en venta en villa santana, pereira",61468 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-villa-santana-pereira/193000530,218
$ 285.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en cerritos, pereira",25 m²,,,https://www.fincaraiz.com.co/oficina-en-venta-en-cerritos-pereira/194048848,218
$ 410.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",5 Habs.,2 Baños,130 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193693802,218
$ 560.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193309551,218
$ 205.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en agua azul, pereira",3 Habs.,2 Baños,51 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-agua-azul-pereira/192476982,218
$ 350.000.000,"Oficina en Pereira, Risaralda","Oficina en venta en urbanizacion barlovento, pereira",1 Ambiente,1 Baño,36 m²,https://www.fincaraiz.com.co/oficina-en-venta-en-urbanizacion-barlovento-pereira/10051141,218
$ 850.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,4 Baños,182 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193747777,218
$ 270.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,58 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193492731,218
$ 269.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en jardin iii etapa, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-jardin-iii-etapa-pereira/192141049,219
$ 1.500.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en los alpes, pereira",2 Baños,360 m²,,https://www.fincaraiz.com.co/local-en-venta-en-los-alpes-pereira/193301752,219
$ 2.100.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en pereira,3 Habs.,4 Baños,319 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-pereira/193575911,219
$ 150.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la mariana, pereira",3 Habs.,1 Baño,49 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-mariana-pereira/192320865,219
$ 250.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en aeropuerto, pereira",2 Habs.,2 Baños,50 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-aeropuerto-pereira/193000681,219
$ 1.600.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,3 Habs.,2 Baños,250 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193313066,219
$ 298.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en milan, pereira",3 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-milan-pereira/192322087,219
$ 800.000.000,"Finca en Pereira, Risaralda","Finca en venta en combia baja, pereira",9 Habs.,6 Baños,310 m²,https://www.fincaraiz.com.co/finca-en-venta-en-combia-baja-pereira/193098539,219
$ 2.936.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,58727 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193690740,219
$ 300.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,85 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/194037987,219
$ 220.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el poblado ii etapa, pereira",2 Habs.,1 Baño,48 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-ii-etapa-pereira/193312146,219
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,6 Baños,151 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/192321167,219
$ 450.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,2 Baños,77 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193543644,219
$ 1.800.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en combia, pereira",4 Habs.,5 Baños,400 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-combia-pereira/193230188,219
$ 1.200.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",5 Habs.,5 Baños,200 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192320096,219
$ 1.800.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,4 Baños,427 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193484163,219
$ 800.000.000,"Casa en Pereira, Risaralda","Casa en venta en circunvalar - alamos, pereira",4 Habs.,5 Baños,241 m²,https://www.fincaraiz.com.co/casa-en-venta-en-circunvalar-alamos-pereira/193889820,219
$ 320.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,113 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/192386456,219
$ 360.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en cerritos, pereira",1 Hab,1 Baño,32 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-cerritos-pereira/193840431,219
$ 2.250.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",3 Habs.,4 Baños,320 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/192530339,219
$ 1.350.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,5 Baños,283 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193746088,219
$ 340.000.000,"Casa en Pereira, Risaralda","Casa en venta en kennedy, pereira",3 Habs.,2 Baños,123 m²,https://www.fincaraiz.com.co/casa-en-venta-en-kennedy-pereira/193820247,220
$ 680.000.000,"Casa en Pereira, Risaralda","Casa en venta en popular modelo, pereira",6 Habs.,6 Baños,200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-popular-modelo-pereira/193313519,220
$ 550.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",2 Habs.,2 Baños,75 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/193435996,220
$ 350.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en condina, pereira",45 m²,,,https://www.fincaraiz.com.co/local-en-venta-en-condina-pereira/193032632,220
$ 1.650.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,4 Baños,410 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193630490,220
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",3 Habs.,3 Baños,417 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/193220398,220
$ 850.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,3 Baños,104 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193312599,220
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en 30 de agosto del cafe, pereira",3 Habs.,2 Baños,62 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-30-de-agosto-del-cafe-pereira/193795779,220
$ 630.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los corales, pereira",3 Habs.,2 Baños,89 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-corales-pereira/193756482,220
$ 282.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",3 Habs.,2 Baños,53 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193456482,220
$ 1.890.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en  venta en cerritos, pereira",4 Habs.,5 Baños,277 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/191977888,220
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en avenida sur, pereira",4 Habs.,2 Baños,90 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-avenida-sur-pereira/193197001,220
$ 550.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2914 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193145319,220
$ 1.147.500.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",3 Habs.,3 Baños,135 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193464432,220
$ 360.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,65 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/192404951,220
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en bosques de santa helena ii, pereira",6 Habs.,3 Baños,194 m²,https://www.fincaraiz.com.co/casa-en-venta-en-bosques-de-santa-helena-ii-pereira/10107244,220
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en popular modelo, pereira",4 Habs.,3 Baños,83 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-popular-modelo-pereira/194207244,220
$ 750.000.000,"Casa en Pereira, Risaralda","Casa en venta en providencia, pereira",13 Habs.,7 Baños,132 m²,https://www.fincaraiz.com.co/casa-en-venta-en-providencia-pereira/7967947,220
$ 380.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193302809,220
$ 750.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,134 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193846692,220
$ 320.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",2 Habs.,1 Baño,68 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/192448985,220
$ 450.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,8 Habs.,3 Baños,212 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/192319780,221
$ 245.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",2 Habs.,2 Baños,47 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/194080483,221
$ 1.400.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,5 Baños,232 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193308617,221
$ 302.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",151184 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193897454,221
$ 950.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,3 Baños,180 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193542408,221
$ 430.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,79 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/193490726,221
$ 1.950.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,4 Baños,178 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193709839,221
$ 578.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",6 Habs.,4 Baños,237 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193432316,221
$ 401.072.500,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/193303111,221
$ 680.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193748065,221
$ 490.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",4 Habs.,3 Baños,112 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193331245,221
$ 2.040.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",8000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/192507697,221
$ 1.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,2 Baños,290 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192320082,221
$ 350.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en condina, pereira",2 Habs.,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-condina-pereira/193161672,221
$ 2.304.000.000,"Bodega en Pereira, Risaralda","Bodega en venta en condina, pereira",768 m²,,,https://www.fincaraiz.com.co/bodega-en-venta-en-condina-pereira/193309990,221
$ 600.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en pinares, pereira",1 Baño,60 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pinares-pereira/193484149,221
$ 670.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,2 Baños,107 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/192929103,221
$ 1.100.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,3 Baños,350 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/193595463,221
$ 470.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en san fernando viejo, pereira",2 Habs.,2 Baños,90 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-san-fernando-viejo-pereira/191462894,221
$ 270.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,2 Baños,38 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193247296,221
$ 850.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,160 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192707999,221
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en porvenir, pereira",6 Habs.,2 Baños,168 m²,https://www.fincaraiz.com.co/casa-en-venta-en-porvenir-pereira/194246225,222
$ 350.000.000,"Casa en Pereira, Risaralda","Casa en venta en berlin, pereira",7 Habs.,4 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-berlin-pereira/192320384,222
$ 350.000.000,"Apartaestudio en Pereira, Risaralda",Apartaestudio en venta en pereira,1 Hab,2 Baños,62 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pereira/193894543,222
$ 235.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,1 Baño,30 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193303564,222
$ 780.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",2367 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193841790,222
$ 6.400.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,8000 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/192386744,222
$ 3.200.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en condina, pereira",11 Habs.,8 Baños,12000 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-condina-pereira/193509221,222
$ 420.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,2 Baños,79 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194066560,222
$ 1.262.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,5 Habs.,2 Baños,500 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193310443,222
$ 850.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,125 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193719464,222
$ 540.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,3 Habs.,3 Baños,87 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/193967782,222
$ 1.200.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,9 Habs.,5 Baños,500 m²,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193312736,222
$ 420.000.000,"Apartamento en Pereira, Risaralda",Apartamento en venta en pereira,3 Habs.,2 Baños,57 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pereira/192757690,222
$ 2.050.000.000,"Finca en Pereira, Risaralda","Finca en venta en combia, pereira",7 Habs.,8 Baños,590 m²,https://www.fincaraiz.com.co/finca-en-venta-en-combia-pereira/193480167,222
$ 2.000.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,261 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/10321757,222
$ 1.200.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",4 Ambientes,2 Baños,210 m²,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193318393,222
$ 650.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",8 Habs.,4 Baños,245 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193313958,222
$ 270.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en gamma, pereira",3 Habs.,2 Baños,86 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-gamma-pereira/193301724,222
$ 370.000.000,"Casa en Pereira, Risaralda",Casa en venta en pereira,4 Habs.,1 Baño,90 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pereira/194246678,222
$ 950.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",1 Baño,367 m²,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/193294996,222
$ 814.000.000,"Lote en Pereira, Risaralda",Lote en venta en pereira,600 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-pereira/193314109,222
$ 465.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,1 Baño,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194033222,223
$ 360.000.000,"Local Comercial en Pereira, Risaralda","Local en venta en centro, pereira",2 Baños,104 m²,,https://www.fincaraiz.com.co/local-en-venta-en-centro-pereira/192319766,223
$ 280.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en centro, pereira",3 Habs.,2 Baños,111 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-centro-pereira/194057992,223
$ 400.000.000,"Casa en Pereira, Risaralda","Casa en venta en boston, pereira",4 Habs.,2 Baños,112 m²,https://www.fincaraiz.com.co/casa-en-venta-en-boston-pereira/193228787,223
$ 1.400.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",3 Habs.,5 Baños,250 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/192772670,223
$ 1.250.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",0 Hab,5 Baños,229 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193688419,223
$ 420.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,1 Baño,52 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/194236737,223
$ 625.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",5 Habs.,2 Baños,126 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193433373,223
$ 320.000.000,"Casa en Pereira, Risaralda","Casa en venta en cuba, pereira",3 Habs.,2 Baños,120 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cuba-pereira/193219917,223
$ 920.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",4 Habs.,3 Baños,182 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193764871,223
$ 230.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en el poblado ii etapa, pereira",2 Habs.,1 Baño,43 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-el-poblado-ii-etapa-pereira/193313189,223
$ 690.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,121 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193161507,223
$ 500.000.000,"Casa Lote en Pereira, Risaralda","Casa lote en venta en la bella, pereira",2 Habs.,2 Baños,800 m²,https://www.fincaraiz.com.co/casa-lote-en-venta-en-la-bella-pereira/193606461,223
$ 2.200.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",3 Habs.,5 Baños,435 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193012118,223
$ 185.000.000,"Casa en Pereira, Risaralda","Casa en venta en primavera azul, pereira",3 Habs.,3 Baños,105 m²,https://www.fincaraiz.com.co/casa-en-venta-en-primavera-azul-pereira/193288570,223
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alamos, pereira",3 Habs.,2 Baños,140 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alamos-pereira/11104319,223
$ 1.950.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en bosques de santa elena, pereira",3 Habs.,4 Baños,360 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-bosques-de-santa-elena-pereira/193613340,223
$ 650.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",4 Habs.,3 Baños,134 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193309976,223
$ 1.050.000.000,"Casa Campestre en Pereira, Risaralda",Casa campestre en venta en santa rosa de cabal,5 Habs.,2 Baños,142 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-santa-rosa-de-cabal/193184135,223
$ 900.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,148 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193151566,223
$ 680.000.000,"Casa en Pereira, Risaralda","Casa en venta en belmonte a, pereira",4 Habs.,4 Baños,196 m²,https://www.fincaraiz.com.co/casa-en-venta-en-belmonte-a-pereira/193196520,223
$ 520.000.000,"Apartaestudio en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",1 Hab,1 Baño,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/11008905,224
$ 1.050.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en morelia, pereira",4 Habs.,3 Baños,280 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-morelia-pereira/194053859,224
$ 1.368.000.000,"Lote en Pereira, Risaralda","Lote en venta en cerritos, pereira",1 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-cerritos-pereira/193311198,224
$ 1.350.000.000,"Casa en Pereira, Risaralda","Casa en venta en combia, pereira",3 Habs.,4 Baños,400 m²,https://www.fincaraiz.com.co/casa-en-venta-en-combia-pereira/193556152,224
$ 950.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",4 Habs.,3 Baños,200 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/193304470,224
$ 185.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los corales, pereira",3 Habs.,1 Baño,70 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-corales-pereira/192320219,224
$ 285.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en maraya, pereira",1 Hab,1 Baño,40 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-maraya-pereira/193535968,224
$ 1.500.000.000,"Casa Campestre en Pereira, Risaralda","Casa campestre en venta en cerritos, pereira",4 Habs.,4 Baños,315 m²,https://www.fincaraiz.com.co/casa-campestre-en-venta-en-cerritos-pereira/194025876,224
$ 4.200.000.000,"Local Comercial en Pereira, Risaralda",Local en venta en pereira,2 Baños,2100 m²,,https://www.fincaraiz.com.co/local-en-venta-en-pereira/193312420,224
$ 400.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la villa, pereira",3 Habs.,2 Baños,92 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-villa-pereira/192321441,224
$ 370.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en los alpes, pereira",2 Habs.,2 Baños,71 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-los-alpes-pereira/192320370,224
